threshold,class,pred_bout_index,gt_bout_index,tiou,pred_start,pred_end,gt_start,gt_end,start_offset_frames,end_offset_frames,split,video_id,prediction_type,backbone,head,seed,model_name,track
0.25,investigation,17,25,0.4651162790697674,3056,3087,3068,3098,-12,-11,test_2,Mouse155_20151124_20-56-05,smoothed_frames,mobilenetv3_native,attention,42,mobilenetv3_native_full_attention256_seed42,MobileNetV3 Attention-256
0.25,investigation,19,26,0.810126582278481,3120,3183,3116,3194,4,-11,test_2,Mouse155_20151124_20-56-05,smoothed_frames,mobilenetv3_native,attention,42,mobilenetv3_native_full_attention256_seed42,MobileNetV3 Attention-256
0.25,attack,20,27,0.828125,3184,3311,3195,3300,-11,11,test_2,Mouse155_20151124_20-56-05,smoothed_frames,mobilenetv3_native,attention,42,mobilenetv3_native_full_attention256_seed42,MobileNetV3 Attention-256
0.25,investigation,21,31,0.859375,4288,4351,4296,4350,-8,1,test_2,Mouse155_20151124_20-56-05,smoothed_frames,mobilenetv3_native,attention,42,mobilenetv3_native_full_attention256_seed42,MobileNetV3 Attention-256
0.25,attack,22,32,0.75,4352,4415,4352,4399,0,16,test_2,Mouse155_20151124_20-56-05,smoothed_frames,mobilenetv3_native,attention,42,mobilenetv3_native_full_attention256_seed42,MobileNetV3 Attention-256
0.25,investigation,23,38,0.25,4704,4799,4775,4798,-71,1,test_2,Mouse155_20151124_20-56-05,smoothed_frames,mobilenetv3_native,attention,42,mobilenetv3_native_full_attention256_seed42,MobileNetV3 Attention-256
0.25,investigation,24,39,0.375,5104,5135,5105,5116,-1,19,test_2,Mouse155_20151124_20-56-05,smoothed_frames,mobilenetv3_native,attention,42,mobilenetv3_native_full_attention256_seed42,MobileNetV3 Attention-256
0.25,attack,26,41,0.6964285714285714,5168,5279,5193,5270,-25,9,test_2,Mouse155_20151124_20-56-05,smoothed_frames,mobilenetv3_native,attention,42,mobilenetv3_native_full_attention256_seed42,MobileNetV3 Attention-256
0.25,investigation,27,45,0.5625,7136,7183,7150,7176,-14,7,test_2,Mouse155_20151124_20-56-05,smoothed_frames,mobilenetv3_native,attention,42,mobilenetv3_native_full_attention256_seed42,MobileNetV3 Attention-256
0.25,investigation,28,47,0.28125,7312,7375,7348,7365,-36,10,test_2,Mouse155_20151124_20-56-05,smoothed_frames,mobilenetv3_native,attention,42,mobilenetv3_native_full_attention256_seed42,MobileNetV3 Attention-256
0.25,attack,29,50,0.3870967741935484,7376,7455,7420,7468,-44,-13,test_2,Mouse155_20151124_20-56-05,smoothed_frames,mobilenetv3_native,attention,42,mobilenetv3_native_full_attention256_seed42,MobileNetV3 Attention-256
0.25,investigation,30,51,0.3461538461538461,7456,7487,7470,7507,-14,-20,test_2,Mouse155_20151124_20-56-05,smoothed_frames,mobilenetv3_native,attention,42,mobilenetv3_native_full_attention256_seed42,MobileNetV3 Attention-256
0.25,attack,31,52,0.7638888888888888,7488,7631,7509,7618,-21,13,test_2,Mouse155_20151124_20-56-05,smoothed_frames,mobilenetv3_native,attention,42,mobilenetv3_native_full_attention256_seed42,MobileNetV3 Attention-256
0.25,investigation,32,53,0.9166666666666666,7664,7711,7667,7710,-3,1,test_2,Mouse155_20151124_20-56-05,smoothed_frames,mobilenetv3_native,attention,42,mobilenetv3_native_full_attention256_seed42,MobileNetV3 Attention-256
0.5,attack,0,0,0.75,0,31,5,28,-5,3,test_2,Mouse155_20151124_20-56-05,smoothed_frames,mobilenetv3_native,attention,42,mobilenetv3_native_full_attention256_seed42,MobileNetV3 Attention-256
0.5,investigation,1,1,0.7619047619047619,32,47,30,50,2,-3,test_2,Mouse155_20151124_20-56-05,smoothed_frames,mobilenetv3_native,attention,42,mobilenetv3_native_full_attention256_seed42,MobileNetV3 Attention-256
0.5,attack,2,4,0.5267857142857143,48,159,97,155,-49,4,test_2,Mouse155_20151124_20-56-05,smoothed_frames,mobilenetv3_native,attention,42,mobilenetv3_native_full_attention256_seed42,MobileNetV3 Attention-256
0.5,investigation,3,5,0.8378378378378378,528,671,548,675,-20,-4,test_2,Mouse155_20151124_20-56-05,smoothed_frames,mobilenetv3_native,attention,42,mobilenetv3_native_full_attention256_seed42,MobileNetV3 Attention-256
0.5,attack,5,8,0.7425742574257426,944,1039,965,1044,-21,-5,test_2,Mouse155_20151124_20-56-05,smoothed_frames,mobilenetv3_native,attention,42,mobilenetv3_native_full_attention256_seed42,MobileNetV3 Attention-256
0.5,attack,8,14,0.5138888888888888,1472,1615,1532,1605,-60,10,test_2,Mouse155_20151124_20-56-05,smoothed_frames,mobilenetv3_native,attention,42,mobilenetv3_native_full_attention256_seed42,MobileNetV3 Attention-256
0.5,investigation,9,15,0.5517241379310345,1616,1663,1606,1692,10,-29,test_2,Mouse155_20151124_20-56-05,smoothed_frames,mobilenetv3_native,attention,42,mobilenetv3_native_full_attention256_seed42,MobileNetV3 Attention-256
0.5,attack,10,16,0.6458333333333334,1664,1759,1693,1754,-29,5,test_2,Mouse155_20151124_20-56-05,smoothed_frames,mobilenetv3_native,attention,42,mobilenetv3_native_full_attention256_seed42,MobileNetV3 Attention-256
0.5,investigation,11,17,0.5,1760,1775,1755,1786,5,-11,test_2,Mouse155_20151124_20-56-05,smoothed_frames,mobilenetv3_native,attention,42,mobilenetv3_native_full_attention256_seed42,MobileNetV3 Attention-256
0.5,attack,12,18,0.5208333333333334,1776,1823,1787,1811,-11,12,test_2,Mouse155_20151124_20-56-05,smoothed_frames,mobilenetv3_native,attention,42,mobilenetv3_native_full_attention256_seed42,MobileNetV3 Attention-256
0.5,investigation,16,23,0.5625,2400,2431,2414,2431,-14,0,test_2,Mouse155_20151124_20-56-05,smoothed_frames,mobilenetv3_native,attention,42,mobilenetv3_native_full_attention256_seed42,MobileNetV3 Attention-256
0.5,investigation,19,26,0.810126582278481,3120,3183,3116,3194,4,-11,test_2,Mouse155_20151124_20-56-05,smoothed_frames,mobilenetv3_native,attention,42,mobilenetv3_native_full_attention256_seed42,MobileNetV3 Attention-256
0.5,attack,20,27,0.828125,3184,3311,3195,3300,-11,11,test_2,Mouse155_20151124_20-56-05,smoothed_frames,mobilenetv3_native,attention,42,mobilenetv3_native_full_attention256_seed42,MobileNetV3 Attention-256
0.5,investigation,21,31,0.859375,4288,4351,4296,4350,-8,1,test_2,Mouse155_20151124_20-56-05,smoothed_frames,mobilenetv3_native,attention,42,mobilenetv3_native_full_attention256_seed42,MobileNetV3 Attention-256
0.5,attack,22,32,0.75,4352,4415,4352,4399,0,16,test_2,Mouse155_20151124_20-56-05,smoothed_frames,mobilenetv3_native,attention,42,mobilenetv3_native_full_attention256_seed42,MobileNetV3 Attention-256
0.5,attack,26,41,0.6964285714285714,5168,5279,5193,5270,-25,9,test_2,Mouse155_20151124_20-56-05,smoothed_frames,mobilenetv3_native,attention,42,mobilenetv3_native_full_attention256_seed42,MobileNetV3 Attention-256
0.5,investigation,27,45,0.5625,7136,7183,7150,7176,-14,7,test_2,Mouse155_20151124_20-56-05,smoothed_frames,mobilenetv3_native,attention,42,mobilenetv3_native_full_attention256_seed42,MobileNetV3 Attention-256
0.5,attack,31,52,0.7638888888888888,7488,7631,7509,7618,-21,13,test_2,Mouse155_20151124_20-56-05,smoothed_frames,mobilenetv3_native,attention,42,mobilenetv3_native_full_attention256_seed42,MobileNetV3 Attention-256
0.5,investigation,32,53,0.9166666666666666,7664,7711,7667,7710,-3,1,test_2,Mouse155_20151124_20-56-05,smoothed_frames,mobilenetv3_native,attention,42,mobilenetv3_native_full_attention256_seed42,MobileNetV3 Attention-256
0.1,investigation,0,4,0.4375,0,367,200,360,-200,7,test_2,Mouse155_20151124_21-11-28,smoothed_frames,mobilenetv3_native,attention,42,mobilenetv3_native_full_attention256_seed42,MobileNetV3 Attention-256
0.1,investigation,1,5,0.5555555555555556,544,687,559,638,-15,49,test_2,Mouse155_20151124_21-11-28,smoothed_frames,mobilenetv3_native,attention,42,mobilenetv3_native_full_attention256_seed42,MobileNetV3 Attention-256
0.1,investigation,2,8,0.5625,1168,1215,1185,1211,-17,4,test_2,Mouse155_20151124_21-11-28,smoothed_frames,mobilenetv3_native,attention,42,mobilenetv3_native_full_attention256_seed42,MobileNetV3 Attention-256
0.1,attack,3,9,0.7761194029850746,1216,1279,1213,1267,3,12,test_2,Mouse155_20151124_21-11-28,smoothed_frames,mobilenetv3_native,attention,42,mobilenetv3_native_full_attention256_seed42,MobileNetV3 Attention-256
0.1,investigation,4,10,0.3636363636363636,1280,1311,1268,1295,12,16,test_2,Mouse155_20151124_21-11-28,smoothed_frames,mobilenetv3_native,attention,42,mobilenetv3_native_full_attention256_seed42,MobileNetV3 Attention-256
0.1,attack,5,11,0.1441441441441441,1312,1327,1297,1407,15,-80,test_2,Mouse155_20151124_21-11-28,smoothed_frames,mobilenetv3_native,attention,42,mobilenetv3_native_full_attention256_seed42,MobileNetV3 Attention-256
0.1,investigation,8,12,0.7464788732394366,1712,1775,1723,1782,-11,-7,test_2,Mouse155_20151124_21-11-28,smoothed_frames,mobilenetv3_native,attention,42,mobilenetv3_native_full_attention256_seed42,MobileNetV3 Attention-256
0.1,attack,9,13,0.8125,1776,1855,1785,1849,-9,6,test_2,Mouse155_20151124_21-11-28,smoothed_frames,mobilenetv3_native,attention,42,mobilenetv3_native_full_attention256_seed42,MobileNetV3 Attention-256
0.1,investigation,10,14,0.9454545454545454,1856,2015,1851,2011,5,4,test_2,Mouse155_20151124_21-11-28,smoothed_frames,mobilenetv3_native,attention,42,mobilenetv3_native_full_attention256_seed42,MobileNetV3 Attention-256
0.1,investigation,11,20,0.21875,2768,3119,2877,2953,-109,166,test_2,Mouse155_20151124_21-11-28,smoothed_frames,mobilenetv3_native,attention,42,mobilenetv3_native_full_attention256_seed42,MobileNetV3 Attention-256
0.1,investigation,12,23,0.4375,3664,3903,3674,3778,-10,125,test_2,Mouse155_20151124_21-11-28,smoothed_frames,mobilenetv3_native,attention,42,mobilenetv3_native_full_attention256_seed42,MobileNetV3 Attention-256
0.1,investigation,14,29,0.28125,6384,6415,6391,6399,-7,16,test_2,Mouse155_20151124_21-11-28,smoothed_frames,mobilenetv3_native,attention,42,mobilenetv3_native_full_attention256_seed42,MobileNetV3 Attention-256
0.1,investigation,15,31,0.3076923076923077,6608,6623,6616,6633,-8,-10,test_2,Mouse155_20151124_21-11-28,smoothed_frames,mobilenetv3_native,attention,42,mobilenetv3_native_full_attention256_seed42,MobileNetV3 Attention-256
0.25,investigation,0,4,0.4375,0,367,200,360,-200,7,test_2,Mouse155_20151124_21-11-28,smoothed_frames,mobilenetv3_native,attention,42,mobilenetv3_native_full_attention256_seed42,MobileNetV3 Attention-256
0.25,investigation,1,5,0.5555555555555556,544,687,559,638,-15,49,test_2,Mouse155_20151124_21-11-28,smoothed_frames,mobilenetv3_native,attention,42,mobilenetv3_native_full_attention256_seed42,MobileNetV3 Attention-256
0.25,investigation,2,8,0.5625,1168,1215,1185,1211,-17,4,test_2,Mouse155_20151124_21-11-28,smoothed_frames,mobilenetv3_native,attention,42,mobilenetv3_native_full_attention256_seed42,MobileNetV3 Attention-256
0.25,attack,3,9,0.7761194029850746,1216,1279,1213,1267,3,12,test_2,Mouse155_20151124_21-11-28,smoothed_frames,mobilenetv3_native,attention,42,mobilenetv3_native_full_attention256_seed42,MobileNetV3 Attention-256
0.25,investigation,4,10,0.3636363636363636,1280,1311,1268,1295,12,16,test_2,Mouse155_20151124_21-11-28,smoothed_frames,mobilenetv3_native,attention,42,mobilenetv3_native_full_attention256_seed42,MobileNetV3 Attention-256
0.25,attack,7,11,0.4324324324324324,1360,1407,1297,1407,63,0,test_2,Mouse155_20151124_21-11-28,smoothed_frames,mobilenetv3_native,attention,42,mobilenetv3_native_full_attention256_seed42,MobileNetV3 Attention-256
0.25,investigation,8,12,0.7464788732394366,1712,1775,1723,1782,-11,-7,test_2,Mouse155_20151124_21-11-28,smoothed_frames,mobilenetv3_native,attention,42,mobilenetv3_native_full_attention256_seed42,MobileNetV3 Attention-256
0.25,attack,9,13,0.8125,1776,1855,1785,1849,-9,6,test_2,Mouse155_20151124_21-11-28,smoothed_frames,mobilenetv3_native,attention,42,mobilenetv3_native_full_attention256_seed42,MobileNetV3 Attention-256
0.25,investigation,10,14,0.9454545454545454,1856,2015,1851,2011,5,4,test_2,Mouse155_20151124_21-11-28,smoothed_frames,mobilenetv3_native,attention,42,mobilenetv3_native_full_attention256_seed42,MobileNetV3 Attention-256
0.25,investigation,12,23,0.4375,3664,3903,3674,3778,-10,125,test_2,Mouse155_20151124_21-11-28,smoothed_frames,mobilenetv3_native,attention,42,mobilenetv3_native_full_attention256_seed42,MobileNetV3 Attention-256
0.25,investigation,14,29,0.28125,6384,6415,6391,6399,-7,16,test_2,Mouse155_20151124_21-11-28,smoothed_frames,mobilenetv3_native,attention,42,mobilenetv3_native_full_attention256_seed42,MobileNetV3 Attention-256
0.25,investigation,15,31,0.3076923076923077,6608,6623,6616,6633,-8,-10,test_2,Mouse155_20151124_21-11-28,smoothed_frames,mobilenetv3_native,attention,42,mobilenetv3_native_full_attention256_seed42,MobileNetV3 Attention-256
0.5,investigation,1,5,0.5555555555555556,544,687,559,638,-15,49,test_2,Mouse155_20151124_21-11-28,smoothed_frames,mobilenetv3_native,attention,42,mobilenetv3_native_full_attention256_seed42,MobileNetV3 Attention-256
0.5,investigation,2,8,0.5625,1168,1215,1185,1211,-17,4,test_2,Mouse155_20151124_21-11-28,smoothed_frames,mobilenetv3_native,attention,42,mobilenetv3_native_full_attention256_seed42,MobileNetV3 Attention-256
0.5,attack,3,9,0.7761194029850746,1216,1279,1213,1267,3,12,test_2,Mouse155_20151124_21-11-28,smoothed_frames,mobilenetv3_native,attention,42,mobilenetv3_native_full_attention256_seed42,MobileNetV3 Attention-256
0.5,investigation,8,12,0.7464788732394366,1712,1775,1723,1782,-11,-7,test_2,Mouse155_20151124_21-11-28,smoothed_frames,mobilenetv3_native,attention,42,mobilenetv3_native_full_attention256_seed42,MobileNetV3 Attention-256
0.5,attack,9,13,0.8125,1776,1855,1785,1849,-9,6,test_2,Mouse155_20151124_21-11-28,smoothed_frames,mobilenetv3_native,attention,42,mobilenetv3_native_full_attention256_seed42,MobileNetV3 Attention-256
0.5,investigation,10,14,0.9454545454545454,1856,2015,1851,2011,5,4,test_2,Mouse155_20151124_21-11-28,smoothed_frames,mobilenetv3_native,attention,42,mobilenetv3_native_full_attention256_seed42,MobileNetV3 Attention-256
0.1,investigation,1,4,0.7014925373134329,192,255,209,258,-17,-3,test_2,Mouse155_20151129_22-41-43,smoothed_frames,mobilenetv3_native,attention,42,mobilenetv3_native_full_attention256_seed42,MobileNetV3 Attention-256
0.1,investigation,3,6,0.58125,544,863,564,749,-20,114,test_2,Mouse155_20151129_22-41-43,smoothed_frames,mobilenetv3_native,attention,42,mobilenetv3_native_full_attention256_seed42,MobileNetV3 Attention-256
0.1,investigation,4,9,0.578125,1104,1167,1115,1151,-11,16,test_2,Mouse155_20151129_22-41-43,smoothed_frames,mobilenetv3_native,attention,42,mobilenetv3_native_full_attention256_seed42,MobileNetV3 Attention-256
0.1,attack,5,10,0.8805031446540881,1168,1311,1153,1307,15,4,test_2,Mouse155_20151129_22-41-43,smoothed_frames,mobilenetv3_native,attention,42,mobilenetv3_native_full_attention256_seed42,MobileNetV3 Attention-256
0.1,investigation,6,11,0.9162011173184358,1312,1487,1309,1475,3,12,test_2,Mouse155_20151129_22-41-43,smoothed_frames,mobilenetv3_native,attention,42,mobilenetv3_native_full_attention256_seed42,MobileNetV3 Attention-256
0.1,attack,7,12,0.6575342465753424,1488,1583,1477,1622,11,-39,test_2,Mouse155_20151129_22-41-43,smoothed_frames,mobilenetv3_native,attention,42,mobilenetv3_native_full_attention256_seed42,MobileNetV3 Attention-256
0.1,investigation,8,13,0.4,1584,1823,1656,1751,-72,72,test_2,Mouse155_20151129_22-41-43,smoothed_frames,mobilenetv3_native,attention,42,mobilenetv3_native_full_attention256_seed42,MobileNetV3 Attention-256
0.1,investigation,9,15,0.4263392857142857,1856,2303,1866,2056,-10,247,test_2,Mouse155_20151129_22-41-43,smoothed_frames,mobilenetv3_native,attention,42,mobilenetv3_native_full_attention256_seed42,MobileNetV3 Attention-256
0.1,investigation,10,19,0.8125,2784,2975,2805,2960,-21,15,test_2,Mouse155_20151129_22-41-43,smoothed_frames,mobilenetv3_native,attention,42,mobilenetv3_native_full_attention256_seed42,MobileNetV3 Attention-256
0.1,investigation,11,21,0.1953125,3184,3311,3257,3281,-73,30,test_2,Mouse155_20151129_22-41-43,smoothed_frames,mobilenetv3_native,attention,42,mobilenetv3_native_full_attention256_seed42,MobileNetV3 Attention-256
0.1,investigation,12,24,0.2757352941176471,3488,4031,3562,3711,-74,320,test_2,Mouse155_20151129_22-41-43,smoothed_frames,mobilenetv3_native,attention,42,mobilenetv3_native_full_attention256_seed42,MobileNetV3 Attention-256
0.1,investigation,13,28,0.96875,4256,4319,4256,4317,0,2,test_2,Mouse155_20151129_22-41-43,smoothed_frames,mobilenetv3_native,attention,42,mobilenetv3_native_full_attention256_seed42,MobileNetV3 Attention-256
0.1,investigation,14,29,0.6375,4368,4607,4370,4522,-2,85,test_2,Mouse155_20151129_22-41-43,smoothed_frames,mobilenetv3_native,attention,42,mobilenetv3_native_full_attention256_seed42,MobileNetV3 Attention-256
0.1,investigation,15,32,0.4375,4704,4783,4735,4769,-31,14,test_2,Mouse155_20151129_22-41-43,smoothed_frames,mobilenetv3_native,attention,42,mobilenetv3_native_full_attention256_seed42,MobileNetV3 Attention-256
0.25,investigation,1,4,0.7014925373134329,192,255,209,258,-17,-3,test_2,Mouse155_20151129_22-41-43,smoothed_frames,mobilenetv3_native,attention,42,mobilenetv3_native_full_attention256_seed42,MobileNetV3 Attention-256
0.25,investigation,3,6,0.58125,544,863,564,749,-20,114,test_2,Mouse155_20151129_22-41-43,smoothed_frames,mobilenetv3_native,attention,42,mobilenetv3_native_full_attention256_seed42,MobileNetV3 Attention-256
0.25,investigation,4,9,0.578125,1104,1167,1115,1151,-11,16,test_2,Mouse155_20151129_22-41-43,smoothed_frames,mobilenetv3_native,attention,42,mobilenetv3_native_full_attention256_seed42,MobileNetV3 Attention-256
0.25,attack,5,10,0.8805031446540881,1168,1311,1153,1307,15,4,test_2,Mouse155_20151129_22-41-43,smoothed_frames,mobilenetv3_native,attention,42,mobilenetv3_native_full_attention256_seed42,MobileNetV3 Attention-256
0.25,investigation,6,11,0.9162011173184358,1312,1487,1309,1475,3,12,test_2,Mouse155_20151129_22-41-43,smoothed_frames,mobilenetv3_native,attention,42,mobilenetv3_native_full_attention256_seed42,MobileNetV3 Attention-256
0.25,attack,7,12,0.6575342465753424,1488,1583,1477,1622,11,-39,test_2,Mouse155_20151129_22-41-43,smoothed_frames,mobilenetv3_native,attention,42,mobilenetv3_native_full_attention256_seed42,MobileNetV3 Attention-256
0.25,investigation,8,13,0.4,1584,1823,1656,1751,-72,72,test_2,Mouse155_20151129_22-41-43,smoothed_frames,mobilenetv3_native,attention,42,mobilenetv3_native_full_attention256_seed42,MobileNetV3 Attention-256
0.25,investigation,9,15,0.4263392857142857,1856,2303,1866,2056,-10,247,test_2,Mouse155_20151129_22-41-43,smoothed_frames,mobilenetv3_native,attention,42,mobilenetv3_native_full_attention256_seed42,MobileNetV3 Attention-256
0.25,investigation,10,19,0.8125,2784,2975,2805,2960,-21,15,test_2,Mouse155_20151129_22-41-43,smoothed_frames,mobilenetv3_native,attention,42,mobilenetv3_native_full_attention256_seed42,MobileNetV3 Attention-256
0.25,investigation,12,24,0.2757352941176471,3488,4031,3562,3711,-74,320,test_2,Mouse155_20151129_22-41-43,smoothed_frames,mobilenetv3_native,attention,42,mobilenetv3_native_full_attention256_seed42,MobileNetV3 Attention-256
0.25,investigation,13,28,0.96875,4256,4319,4256,4317,0,2,test_2,Mouse155_20151129_22-41-43,smoothed_frames,mobilenetv3_native,attention,42,mobilenetv3_native_full_attention256_seed42,MobileNetV3 Attention-256
0.25,investigation,14,29,0.6375,4368,4607,4370,4522,-2,85,test_2,Mouse155_20151129_22-41-43,smoothed_frames,mobilenetv3_native,attention,42,mobilenetv3_native_full_attention256_seed42,MobileNetV3 Attention-256
0.25,investigation,15,32,0.4375,4704,4783,4735,4769,-31,14,test_2,Mouse155_20151129_22-41-43,smoothed_frames,mobilenetv3_native,attention,42,mobilenetv3_native_full_attention256_seed42,MobileNetV3 Attention-256
0.5,investigation,1,4,0.7014925373134329,192,255,209,258,-17,-3,test_2,Mouse155_20151129_22-41-43,smoothed_frames,mobilenetv3_native,attention,42,mobilenetv3_native_full_attention256_seed42,MobileNetV3 Attention-256
0.5,investigation,3,6,0.58125,544,863,564,749,-20,114,test_2,Mouse155_20151129_22-41-43,smoothed_frames,mobilenetv3_native,attention,42,mobilenetv3_native_full_attention256_seed42,MobileNetV3 Attention-256
0.5,investigation,4,9,0.578125,1104,1167,1115,1151,-11,16,test_2,Mouse155_20151129_22-41-43,smoothed_frames,mobilenetv3_native,attention,42,mobilenetv3_native_full_attention256_seed42,MobileNetV3 Attention-256
0.5,attack,5,10,0.8805031446540881,1168,1311,1153,1307,15,4,test_2,Mouse155_20151129_22-41-43,smoothed_frames,mobilenetv3_native,attention,42,mobilenetv3_native_full_attention256_seed42,MobileNetV3 Attention-256
0.5,investigation,6,11,0.9162011173184358,1312,1487,1309,1475,3,12,test_2,Mouse155_20151129_22-41-43,smoothed_frames,mobilenetv3_native,attention,42,mobilenetv3_native_full_attention256_seed42,MobileNetV3 Attention-256
0.5,attack,7,12,0.6575342465753424,1488,1583,1477,1622,11,-39,test_2,Mouse155_20151129_22-41-43,smoothed_frames,mobilenetv3_native,attention,42,mobilenetv3_native_full_attention256_seed42,MobileNetV3 Attention-256
0.5,investigation,10,19,0.8125,2784,2975,2805,2960,-21,15,test_2,Mouse155_20151129_22-41-43,smoothed_frames,mobilenetv3_native,attention,42,mobilenetv3_native_full_attention256_seed42,MobileNetV3 Attention-256
0.5,investigation,13,28,0.96875,4256,4319,4256,4317,0,2,test_2,Mouse155_20151129_22-41-43,smoothed_frames,mobilenetv3_native,attention,42,mobilenetv3_native_full_attention256_seed42,MobileNetV3 Attention-256
0.5,investigation,14,29,0.6375,4368,4607,4370,4522,-2,85,test_2,Mouse155_20151129_22-41-43,smoothed_frames,mobilenetv3_native,attention,42,mobilenetv3_native_full_attention256_seed42,MobileNetV3 Attention-256
0.1,investigation,0,0,0.40625,0,63,30,55,-30,8,test_2,Mouse156_20151012_20-16-37,smoothed_frames,mobilenetv3_native,attention,42,mobilenetv3_native_full_attention256_seed42,MobileNetV3 Attention-256
0.1,investigation,1,2,0.6666666666666666,144,159,136,159,8,0,test_2,Mouse156_20151012_20-16-37,smoothed_frames,mobilenetv3_native,attention,42,mobilenetv3_native_full_attention256_seed42,MobileNetV3 Attention-256
0.1,investigation,2,3,0.28125,288,351,293,310,-5,41,test_2,Mouse156_20151012_20-16-37,smoothed_frames,mobilenetv3_native,attention,42,mobilenetv3_native_full_attention256_seed42,MobileNetV3 Attention-256
0.1,attack,4,6,0.625,400,639,485,647,-85,-8,test_2,Mouse156_20151012_20-16-37,smoothed_frames,mobilenetv3_native,attention,42,mobilenetv3_native_full_attention256_seed42,MobileNetV3 Attention-256
0.1,mount,5,7,0.6388888888888888,640,671,649,675,-9,-4,test_2,Mouse156_20151012_20-16-37,smoothed_frames,mobilenetv3_native,attention,42,mobilenetv3_native_full_attention256_seed42,MobileNetV3 Attention-256
0.1,investigation,6,8,0.8083333333333333,672,911,677,870,-5,41,test_2,Mouse156_20151012_20-16-37,smoothed_frames,mobilenetv3_native,attention,42,mobilenetv3_native_full_attention256_seed42,MobileNetV3 Attention-256
0.1,investigation,7,10,0.4375,2272,2287,2278,2284,-6,3,test_2,Mouse156_20151012_20-16-37,smoothed_frames,mobilenetv3_native,attention,42,mobilenetv3_native_full_attention256_seed42,MobileNetV3 Attention-256
0.1,attack,8,11,0.5871559633027523,2288,2351,2286,2394,2,-43,test_2,Mouse156_20151012_20-16-37,smoothed_frames,mobilenetv3_native,attention,42,mobilenetv3_native_full_attention256_seed42,MobileNetV3 Attention-256
0.1,investigation,9,12,0.35,2352,2431,2396,2423,-44,8,test_2,Mouse156_20151012_20-16-37,smoothed_frames,mobilenetv3_native,attention,42,mobilenetv3_native_full_attention256_seed42,MobileNetV3 Attention-256
0.1,investigation,10,16,0.4444444444444444,2480,2623,2547,2610,-67,13,test_2,Mouse156_20151012_20-16-37,smoothed_frames,mobilenetv3_native,attention,42,mobilenetv3_native_full_attention256_seed42,MobileNetV3 Attention-256
0.1,investigation,12,20,0.71875,2944,2975,2952,2974,-8,1,test_2,Mouse156_20151012_20-16-37,smoothed_frames,mobilenetv3_native,attention,42,mobilenetv3_native_full_attention256_seed42,MobileNetV3 Attention-256
0.1,attack,13,21,0.9166666666666666,2976,3023,2976,3019,0,4,test_2,Mouse156_20151012_20-16-37,smoothed_frames,mobilenetv3_native,attention,42,mobilenetv3_native_full_attention256_seed42,MobileNetV3 Attention-256
0.1,investigation,14,23,0.140625,3024,3087,3070,3078,-46,9,test_2,Mouse156_20151012_20-16-37,smoothed_frames,mobilenetv3_native,attention,42,mobilenetv3_native_full_attention256_seed42,MobileNetV3 Attention-256
0.1,attack,15,24,0.2051282051282051,3088,3103,3080,3157,8,-54,test_2,Mouse156_20151012_20-16-37,smoothed_frames,mobilenetv3_native,attention,42,mobilenetv3_native_full_attention256_seed42,MobileNetV3 Attention-256
0.1,investigation,16,25,0.422680412371134,3104,3199,3159,3200,-55,-1,test_2,Mouse156_20151012_20-16-37,smoothed_frames,mobilenetv3_native,attention,42,mobilenetv3_native_full_attention256_seed42,MobileNetV3 Attention-256
0.1,investigation,17,27,0.4166666666666667,3616,3663,3641,3660,-25,3,test_2,Mouse156_20151012_20-16-37,smoothed_frames,mobilenetv3_native,attention,42,mobilenetv3_native_full_attention256_seed42,MobileNetV3 Attention-256
0.1,attack,18,29,0.5814977973568282,3664,3807,3676,3890,-12,-83,test_2,Mouse156_20151012_20-16-37,smoothed_frames,mobilenetv3_native,attention,42,mobilenetv3_native_full_attention256_seed42,MobileNetV3 Attention-256
0.1,attack,21,31,0.8269230769230769,4064,4271,4086,4257,-22,14,test_2,Mouse156_20151012_20-16-37,smoothed_frames,mobilenetv3_native,attention,42,mobilenetv3_native_full_attention256_seed42,MobileNetV3 Attention-256
0.1,investigation,22,32,0.639344262295082,4272,4319,4259,4310,13,9,test_2,Mouse156_20151012_20-16-37,smoothed_frames,mobilenetv3_native,attention,42,mobilenetv3_native_full_attention256_seed42,MobileNetV3 Attention-256
0.1,investigation,23,33,0.2875,4416,4495,4427,4449,-11,46,test_2,Mouse156_20151012_20-16-37,smoothed_frames,mobilenetv3_native,attention,42,mobilenetv3_native_full_attention256_seed42,MobileNetV3 Attention-256
0.1,investigation,24,35,0.1875,4688,4735,4716,4724,-28,11,test_2,Mouse156_20151012_20-16-37,smoothed_frames,mobilenetv3_native,attention,42,mobilenetv3_native_full_attention256_seed42,MobileNetV3 Attention-256
0.1,attack,25,37,0.4431818181818182,4736,4911,4811,4888,-75,23,test_2,Mouse156_20151012_20-16-37,smoothed_frames,mobilenetv3_native,attention,42,mobilenetv3_native_full_attention256_seed42,MobileNetV3 Attention-256
0.1,attack,27,39,0.375,4928,4959,4946,4957,-18,2,test_2,Mouse156_20151012_20-16-37,smoothed_frames,mobilenetv3_native,attention,42,mobilenetv3_native_full_attention256_seed42,MobileNetV3 Attention-256
0.1,investigation,28,40,0.6517857142857143,4976,5087,4991,5063,-15,24,test_2,Mouse156_20151012_20-16-37,smoothed_frames,mobilenetv3_native,attention,42,mobilenetv3_native_full_attention256_seed42,MobileNetV3 Attention-256
